title,id,language,ontologyId,resultType,address,position,access,distance,categories,references,foodTypes,contacts,openingHours
Port Arthur Historic Site,here:pds:place:036r234s-7d617b48bf914e17b0f1922c8f1f256c,en,,place,"{'label': 'Port Arthur Historic Site, Port Arthur TAS 7182, Australia', 'countryCode': 'AUS', 'countryName': 'Australia', 'stateCode': 'TAS', 'state': 'Tasmania', 'city': 'Port Arthur', 'district': 'Port Arthur', 'postalCode': '7182'}","{'lat': -43.14579, 'lng': 147.85061}","[{'lat': -43.14571, 'lng': 147.85078}]",7709000,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '300-3000-0025', 'name': 'Historical Monument'}, {'id': '300-3100-0000', 'name': 'Museum'}]","[{'supplier': {'id': 'core'}, 'id': '1220689977'}, {'supplier': {'id': 'core'}, 'id': '43070927'}]",,"[{'phone': [{'value': '+611800659101'}], 'tollFree': [{'value': '+611800659101'}], 'www': [{'value': 'http://www.portarthur.org.au', 'categories': [{'id': '300-3000-0025'}]}, {'value': 'https://portarthur.org.au', 'categories': [{'id': '300-3000-0023'}, {'id': '300-3100-0000'}]}], 'email': [{'value': 'reservations@portarthur.org.au'}]}]",
Grant-Kohrs Ranch NHS (Grant-Kohrs Historic Site),here:pds:place:840c2rb4-a520f31fb50f4a6bbe2c0418f993feab,en,,place,"{'label': 'Grant-Kohrs Ranch NHS, Grant Cir, Deer Lodge, MT 59722, United States', 'countryCode': 'USA', 'countryName': 'United States', 'stateCode': 'MT', 'state': 'Montana', 'county': 'Powell', 'city': 'Deer Lodge', 'street': 'Grant Cir', 'postalCode': '59722'}","{'lat': 46.40575, 'lng': -112.73597}","[{'lat': 46.40575, 'lng': -112.73597}]",12433779,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '550-5510-0202', 'name': 'Park-Recreation Area'}]","[{'supplier': {'id': 'core'}, 'id': '17213588'}, {'supplier': {'id': 'core'}, 'id': '34545287'}, {'supplier': {'id': 'tripadvisor'}, 'id': '325072'}, {'supplier': {'id': 'yelp'}, 'id': 'ZjBbOsnvvyVNKHE2eUeXRA'}]",,"[{'phone': [{'value': '+14068462070'}], 'www': [{'value': 'http://www.nps.gov/grko/index.htm', 'categories': [{'id': '300-3000-0023'}]}]}]",
Villa Louis Historic Site,here:pds:place:8409zxhv-2c7f98657cea4d44bdb084e34871411f,en,,place,"{'label': 'Villa Louis Historic Site, 521 N Villa Louis Rd, Prairie du Chien, WI 53821-1333, United States', 'countryCode': 'USA', 'countryName': 'United States', 'stateCode': 'WI', 'state': 'Wisconsin', 'county': 'Crawford', 'city': 'Prairie du Chien', 'street': 'N Villa Louis Rd', 'postalCode': '53821-1333', 'houseNumber': '521'}","{'lat': 43.05616, 'lng': -91.15737}","[{'lat': 43.05612, 'lng': -91.15751}]",13560862,"[{'id': '300-3000-0023', 'name': 'Tourist Attraction', 'primary': True}, {'id': '300-3000-0000', 'name': 'Landmark-Attraction'}, {'id': '300-3000-0025', 'name': 'Historical Monument'}, {'id': '300-3100-0000', 'name': 'Museum'}, {'id': '300-3100-0028', 'name': 'History Museum'}]","[{'supplier': {'id': 'core'}, 'id': '17118850'}, {'supplier': {'id': 'tripadvisor'}, 'id': '277920'}, {'supplier': {'id': 'yelp'}, 'id': 'b_6bjYBveGUBfp8PTjmuQQ'}]",,"[{'phone': [{'value': '+16083262721'}, {'value': '+16083264436', 'categories': [{'id': '300-3000-0000'}]}], 'fax': [{'value': '+16083265507', 'categories': [{'id': '300-3100-0000'}]}], 'www': [{'value': 'http://villalouis.wisconsinhistory.org', 'categories': [{'id': '300-3000-0025'}, {'id': '300-3100-0000'}, {'id': '300-3100-0028'}]}, {'value': 'http://www.carriageclassic.com', 'categories': [{'id': '300-3000-0000'}]}, {'value': 'http://www.villalouis.org', 'categories': [{'id': '300-3000-0000'}, {'id': '300-3000-0025'}, {'id': '300-3100-0000'}, {'id': '300-3100-0028'}]}, {'value': 'https://www.facebook.com/116390128384940', 'categories': [{'id': '300-3100-0028'}]}], 'email': [{'value': 'feedback@wisconsinhistory.org', 'categories': [{'id': '300-3100-0000'}]}]}]","[{'categories': [{'id': '300-3000-0000'}, {'id': '300-3000-0025'}, {'id': '300-3100-0000'}, {'id': '300-3100-0028'}], 'text': ['Mon-Sun: 09:30 - 16:30'], 'isOpen': False, 'structured': [{'start': 'T093000', 'duration': 'PT07H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Ardgowan National Historic Site,here:pds:place:124f85p5-c40996d446514cb289107a5e277c11ae,en,,place,"{'label': 'Ardgowan National Historic Site, 2 Palmers Ln, Charlottetown, PE C1A 5V8, Canada', 'countryCode': 'CAN', 'countryName': 'Canada', 'stateCode': 'PE', 'state': 'Prince Edward Island', 'county': 'Queens', 'city': 'Charlottetown', 'district': 'Mt Edward', 'street': 'Palmers Ln', 'postalCode': 'C1A 5V8', 'houseNumber': '2'}","{'lat': 46.25224, 'lng': -63.12719}","[{'lat': 46.25237, 'lng': -63.12728}]",13262352,"[{'id': '300-3000-0025', 'name': 'Historical Monument', 'primary': True}, {'id': '300-3000-0023', 'name': 'Tourist Attraction'}]","[{'supplier': {'id': 'core'}, 'id': '36966258'}, {'supplier': {'id': 'tripadvisor'}, 'id': '6892914'}]",,"[{'phone': [{'value': '+19025667050'}], 'www': [{'value': 'http://www.pc.gc.ca/eng/lhn-nhs/pe/ardgowan/index.aspx'}]}]",
史跡足利学校,here:pds:place:392xn7nt-1bbd612325a9ea1b219a06a03f59430b,ja,,place,"{'label': '〒326-0813 栃木県足利市昌平町2338-1 史跡足利学校', 'countryCode': 'JPN', 'countryName': '日本', 'state': '栃木県', 'city': '足利市', 'subdistrict': '昌平町', 'subblock': '2338', 'postalCode': '326-0813', 'houseNumber': '1'}","{'lat': 36.33601, 'lng': 139.4533}","[{'lat': 36.33501, 'lng': 139.45455}]",4368273,"[{'id': '300-3000-0025', 'name': '歴史的記念物', 'primary': True}, {'id': '300-3000-0023', 'name': '観光スポット'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1311515'}]",,"[{'phone': [{'value': '+81284412655'}], 'www': [{'value': 'http://www.city.ashikaga.tochigi.jp/site/ashikagagakko'}]}]","[{'text': ['月-日: 09:00 - 16:30'], 'isOpen': False, 'structured': [{'start': 'T090000', 'duration': 'PT07H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Royal Independence Gardens,here:pds:place:116w63u5-fc6d6907920b40f39eb451d55fb9091b,en,here:cm:ontology:park_recreation_area,place,"{'label': 'Royal Independence Gardens, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.36539, 'lng': 103.85247}","[{'lat': 13.36539, 'lng': 103.85233}]",3447,"[{'id': '550-5510-0202', 'name': 'Park-Recreation Area', 'primary': True}, {'id': '550-5510-0204', 'name': 'Garden'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '549851'}]",,,"[{'text': ['Mon-Sun: 00:00 - 22:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT22H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Ponleu Kids,here:pds:place:116w63u5-6a3e6abadd925e739dd816f595fa3946,en,here:cm:ontology:park_recreation_area,place,"{'label': 'Ponleu Kids, 171203 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'គោកចក', 'postalCode': '171203'}","{'lat': 13.37379, 'lng': 103.8566}","[{'lat': 13.37377, 'lng': 103.85674}]",4375,"[{'id': '550-5510-0202', 'name': 'Park-Recreation Area', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26861691'}]",,"[{'phone': [{'value': '+85577895111'}], 'www': [{'value': 'https://www.facebook.com/ponleukids'}]}]","[{'text': ['Mon-Sun: 08:30 - 17:00'], 'isOpen': True, 'structured': [{'start': 'T083000', 'duration': 'PT08H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Sabara Cooking Class & Culinary Experience,here:pds:place:116w63u4-20b05b4983054a34a35559a7b3ea9bfb,en,here:cm:ontology:park_recreation_area,place,"{'label': 'Sabara Cooking Class & Culinary Experience, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.373, 'lng': 103.8324}","[{'lat': 13.37306, 'lng': 103.83228}]",4928,"[{'id': '800-8200-0000', 'name': 'Education Facility', 'primary': True}, {'id': '550-5510-0202', 'name': 'Park-Recreation Area'}]",,,"[{'phone': [{'value': '+85563766227'}], 'www': [{'value': 'http://www.sabaraangkorresort.com/experian_/cook-class-based-on-authentic-flavor-of-khmer-and-enjoy-your-food-after-class/?fbclid=IwAR1B5FkT5KNXz5wDyytyEXt6-CvjwoHPo_z6Zw7HQRhCwPyGReW9iiwOmfw'}]}]",
Phnom Krom Eco Resort,here:pds:place:116w63gd-8927c897b88a485ea30bf1d30abb71a6,en,here:cm:ontology:park_recreation_area,place,"{'label': 'Phnom Krom Eco Resort, ផ្លូវខេត្ត 2632, 171209 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សៀមរាប', 'street': 'ផ្លូវខេត្ត 2632', 'postalCode': '171209'}","{'lat': 13.2965, 'lng': 103.82638}","[{'lat': 13.29584, 'lng': 103.82754}]",5232,"[{'id': '800-8600-0000', 'name': 'Sports Facility/Venue', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}, {'id': '550-5510-0202', 'name': 'Park-Recreation Area'}]",,"[{'id': '256-000', 'name': 'Cambodian', 'primary': True}]",[{'www': [{'value': 'http://www.ecotourismsite.com'}]}],
Cambo Park Cambodia,here:pds:place:116w63gy-80060c567614885083ccc3cc60ef8a2f,en,here:cm:ontology:park_recreation_area,place,"{'label': 'Cambo Park Cambodia, 170507 ប្រាសាទបាគង, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'ប្រាសាទបាគង', 'district': 'រលួស', 'postalCode': '170507'}","{'lat': 13.32313, 'lng': 103.99036}","[{'lat': 13.32326, 'lng': 103.99038}]",14709,"[{'id': '550-5510-0202', 'name': 'Park-Recreation Area', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26536633'}]",,[{'phone': [{'value': '+85517753346'}]}],"[{'text': ['Mon-Sun: 00:00 - 23:30'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT23H30M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Krousar Cafe,here:pds:place:116w63gg-f52e022313c145bea77e77c877a011ec,en,here:cm:ontology:coffee,place,"{'label': 'Krousar Cafe, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34356, 'lng': 103.86169}","[{'lat': 13.34356, 'lng': 103.86168}]",1247,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '18844588'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '304-000', 'name': 'Italian'}, {'id': '800-083', 'name': 'Natural/Healthy'}]","[{'phone': [{'value': '+855968525097'}], 'www': [{'value': 'http://www.facebook.com/krousarcafe'}]}]","[{'text': ['Mon-Sun: 07:00 - 22:00'], 'isOpen': True, 'structured': [{'start': 'T070000', 'duration': 'PT15H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
Wine O'Clock - Cafe & Deli Bar - 24hours,here:pds:place:116w63gg-5e9becb03ba640039677223938ae1f3e,en,here:cm:ontology:coffee,place,"{'label': ""Wine O'Clock - Cafe & Deli Bar - 24hours, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34594, 'lng': 103.86021}","[{'lat': 13.34599, 'lng': 103.86029}]",1397,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,,[{'phone': [{'value': '+855966669440'}]}],
Ry Ma Coffee,here:pds:place:116w63gg-f08c72b6839d43d89a22b7b6dc0b7968,en,here:cm:ontology:coffee,place,"{'label': 'Ry Ma Coffee, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34632, 'lng': 103.85993}","[{'lat': 13.34639, 'lng': 103.86005}]",1424,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]",,,"[{'phone': [{'value': '+85512495304'}], 'www': [{'value': 'http://ryma-cafe.business.site'}]}]",
Sala Kitchen,here:pds:place:116w63gg-484583f2545a427ca1eb11474d0482d2,en,here:cm:ontology:coffee,place,"{'label': 'Sala Kitchen, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.33596, 'lng': 103.86823}","[{'lat': 13.33606, 'lng': 103.86832}]",1449,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '14011743'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}]","[{'phone': [{'value': '+85581906466'}], 'www': [{'value': 'http://www.facebook.com/travellerskitchensiemreap'}]}]",
Club House Pet Playground & Cafe,here:pds:place:116w63gg-35b6298d3f3625dca7263656ac7d6d1f,en,here:cm:ontology:coffee,place,"{'label': 'Club House Pet Playground & Cafe, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34761, 'lng': 103.85637}","[{'lat': 13.34774, 'lng': 103.85633}]",1468,"[{'id': '100-1100-0010', 'name': 'Coffee Shop', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '27155204'}]",,"[{'phone': [{'value': '+85595840959'}], 'www': [{'value': 'https://linktr.ee/clubhousepetplaygroundcafe'}]}]","[{'text': ['Mon-Sun: 08:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T080000', 'duration': 'PT12H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]"
JD's,here:pds:place:116w63gg-d2534a924850d78e267703889952b279,en,here:cm:ontology:bar_pub,place,"{'label': ""JD's, ផ្លូវជាតិ 63, 171204 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171204'}","{'lat': 13.34388, 'lng': 103.85344}","[{'lat': 13.34391, 'lng': 103.85331}]",1057,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '21226762'}]","[{'id': '308-000', 'name': 'British Isles', 'primary': True}]","[{'phone': [{'value': '+855969078108'}], 'www': [{'value': 'www.facebook.com/jdssiemreap'}]}]","[{'text': ['Tue-Fri, Sun: 18:00 - 24:00', 'Sat: 16:00 - 24:00'], 'isOpen': False, 'structured': [{'start': 'T180000', 'duration': 'PT06H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,FR,SU'}, {'start': 'T160000', 'duration': 'PT08H00M', 'recurrence': 'FREQ:DAILY;BYDAY:SA'}]}]"
Wine O'Clock - Cafe & Deli Bar - 24hours,here:pds:place:116w63gg-5e9becb03ba640039677223938ae1f3e,en,here:cm:ontology:bar_pub,place,"{'label': ""Wine O'Clock - Cafe & Deli Bar - 24hours, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34594, 'lng': 103.86021}","[{'lat': 13.34599, 'lng': 103.86029}]",1397,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '100-1100-0010', 'name': 'Coffee Shop'}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]",,,[{'phone': [{'value': '+855966669440'}]}],
Heaven & Dreamboys Siemreap - H&DB,here:pds:place:116w63gg-644e8dcbc1c54a39814e75b4469b2bc1,en,here:cm:ontology:bar_pub,place,"{'label': 'Heaven & Dreamboys Siemreap - H&DB, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.3467, 'lng': 103.85946}","[{'lat': 13.34683, 'lng': 103.85945}]",1445,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]",,,"[{'phone': [{'value': '+85510539099'}], 'www': [{'value': 'http://www.clubdreamboys.com'}]}]",
Infusion Bar,here:pds:place:116w63gg-a041fa08341a53c524ff496427e283b1,en,here:cm:ontology:bar_pub,place,"{'label': 'Infusion Bar, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34921, 'lng': 103.85329}","[{'lat': 13.34909, 'lng': 103.85336}]",1647,"[{'id': '200-2000-0011', 'name': 'Bar or Pub', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26499038'}]",,"[{'phone': [{'value': '+85570565750'}], 'www': [{'value': 'http://infusionbar-siemreap.com'}]}]","[{'text': ['Tue-Fri: 17:00 - 24:00', 'Sat, Sun: 00:00 - 02:00, 17:00 - 24:00'], 'isOpen': False, 'structured': [{'start': 'T170000', 'duration': 'PT07H00M', 'recurrence': 'FREQ:DAILY;BYDAY:TU,WE,TH,SU'}, {'start': 'T170000', 'duration': 'PT09H00M', 'recurrence': 'FREQ:DAILY;BYDAY:FR,SA'}]}]"
Tango Bar,here:pds:place:116aabd1-ffb1aed571e209f5ffcef2f4806c38fe,en,here:cm:ontology:bar_pub,place,"{'label': 'Tango Bar, ផ្លូវខេត្ត 267, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 267', 'postalCode': '171202'}","{'lat': 13.34969, 'lng': 103.8503}","[{'lat': 13.34979, 'lng': 103.85021}]",1764,"[{'id': '100-1000-0000', 'name': 'Restaurant', 'primary': True}, {'id': '200-2000-0011', 'name': 'Bar or Pub'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '10039883'}]","[{'id': '200-000', 'name': 'Asian', 'primary': True}, {'id': '256-000', 'name': 'Cambodian'}, {'id': '301-000', 'name': 'French'}]","[{'phone': [{'value': '+85599201115'}], 'www': [{'value': 'http://www.facebook.com/Tango-Bar-440333949485647'}]}]",
